ARREST_PRECINCT,new_arrest_date,count
60,2010 03,459
63,2010 02,139
107,2008 05,245
1,2006 11,296
90,2018 09,169
106,2019 06,198
1,2018 11,207
108,2017 03,228
88,2016 10,162
20,2010 12,132
88,2008 07,251
100,2008 01,129
61,2018 01,227
107,2019 03,190
60,2019 05,308
113,2019 05,546
13,2019 12,193
94,2020 05,62
67,2020 05,290
52,2020 04,187
18,2021 11,244
106,2021 11,196
110,2021 06,204
75,2006 06,1009
41,2006 04,477
1,2006 03,367
72,2006 01,414
103,2017 09,377
45,2017 06,229
10,2017 04,165
30,2017 02,148
83,2017 02,242
72,2016 12,297
5,2016 10,387
43,2016 07,522
50,2016 05,200
71,2015 09,386
70,2015 10,362
75,2015 06,1032
44,2015 03,794
122,2015 03,207
60,2014 11,311
52,2014 06,742
42,2014 01,476
106,2013 12,332
47,2013 10,620
75,2013 07,1276
24,2012 11,186
90,2012 09,324
71,2012 07,406
83,2012 07,561
114,2012 06,447
71,2012 05,451
76,2012 04,161
122,2011 11,273
23,2011 08,483
1,2011 02,323
108,2010 07,193
83,2009 06,651
24,2009 03,332
113,2008 03,566
24,2008 03,340
63,2007 09,247
33,2017 11,288
105,2017 01,340
19,2013 04,237
18,2008 04,370
44,2007 08,1280
123,2007 03,103
47,2020 09,283
100,2020 03,82
77,2021 07,180
13,2015 02,412
33,2014 05,394
22,2014 05,55
112,2013 12,220
104,2013 01,387
19,2011 03,279
5,2011 02,384
84,2010 12,370
62,2010 12,148
23,2008 03,570
88,2007 10,248
66,2020 10,82
120,2020 07,116
76,2021 06,54
104,2016 10,230
24,2011 12,230
100,2017 05,159
113,2020 11,253
13,2019 02,247
19,2019 11,207
52,2020 01,402
17,2021 11,56
30,2021 03,119
109,2021 03,224
115,2021 01,201
7,2006 09,266
94,2018 07,127
43,2018 06,350
67,2018 12,301
106,2018 02,234
52,2018 02,503
52,2006 08,678
109,2006 07,393
32,2017 12,290
60,2017 10,280
1,2016 09,299
14,2016 07,805
7,2015 11,286
120,2015 07,405
72,2015 06,232
115,2015 01,421
24,2015 02,209
52,2014 10,905
73,2014 08,1001
72,2014 03,300
10,2013 07,312
34,2012 12,376
69,2012 04,345
5,2011 08,452
40,2011 06,968
101,2011 05,273
79,2011 04,716
44,2011 03,1510
13,2011 02,431
109,2010 10,512
123,2010 06,123
25,2010 04,891
62,2009 11,248
40,2009 04,1089
14,2008 10,1266
10,2008 03,326
17,2008 02,179
5,2007 07,412
102,2007 05,411
102,2007 04,369
120,2007 03,641
20,2006 04,179
20,2006 01,179
43,2017 02,460
77,2009 06,463
26,2009 05,269
105,2009 04,427
42,2020 11,242
24,2020 08,72
25,2019 05,458
102,2020 04,134
62,2018 11,122
69,2017 09,225
63,2015 10,193
78,2015 03,189
100,2014 05,215
100,2010 06,203
104,2010 01,398
50,2008 08,191
7,2008 06,231
106,2018 04,253
26,2019 09,121
22,2008 11,48
66,2019 05,129
48,2020 02,235
81,2021 06,115
83,2018 08,290
23,2018 12,188
105,2018 05,306
14,2018 02,706
34,2006 05,510
30,2006 03,468
111,2016 07,110
79,2016 07,306
110,2016 06,383
102,2015 12,293
113,2015 12,463
120,2015 09,328
66,2015 09,162
60,2015 08,608
13,2015 07,600
115,2015 06,516
10,2015 06,267
104,2014 12,238
52,2014 08,816
101,2014 03,405
100,2014 02,175
81,2013 09,440
17,2013 08,192
52,2013 02,761
61,2013 02,348
20,2012 12,175
83,2012 10,576
22,2012 06,38
75,2011 06,1342
103,2011 06,707
90,2011 05,406
63,2011 02,189
104,2011 02,346
122,2010 07,361
9,2009 12,265
109,2009 11,349
23,2009 09,505
72,2009 08,269
110,2009 04,589
17,2009 04,198
110,2008 12,521
106,2008 06,270
108,2008 05,296
30,2008 03,485
9,2007 08,338
114,2007 07,622
14,2006 10,1357
61,2013 06,257
71,2007 03,499
68,2019 07,178
41,2018 06,298
45,2015 08,251
22,2012 07,66
13,2008 11,362
30,2006 11,345
76,2019 12,73
114,2017 05,490
47,2017 01,477
68,2009 12,146
1,2020 07,54
94,2021 03,69
78,2020 03,64
44,2019 10,563
32,2020 05,201
60,2021 02,168
14,2021 01,283
109,2018 08,379
78,2018 01,195
46,2006 07,1003
112,2006 07,169
72,2006 05,369
69,2006 03,255
25,2017 12,425
72,2017 08,287
52,2016 05,608
109,2016 04,288
25,2016 01,568
115,2015 10,467
105,2015 07,323
81,2014 06,407
90,2014 04,396
44,2014 03,922
48,2014 02,516
102,2013 09,325
104,2013 04,403
42,2013 02,508
14,2012 11,942
24,2012 10,261
10,2012 06,263
23,2012 02,444
77,2011 10,584
104,2011 05,425
50,2011 05,207
115,2011 04,708
81,2010 07,547
108,2010 04,235
32,2010 03,639
88,2009 12,233
28,2009 11,551
47,2008 11,595
42,2008 02,536
24,2007 03,302
50,2007 02,220
47,2006 12,403
71,2021 01,168
7,2018 01,217
70,2006 11,414
10,2019 04,174
1,2019 07,212
123,2021 08,54
112,2011 03,233
17,2009 10,147
18,2008 10,419
1,2008 06,425
105,2007 10,394
26,2007 02,224
17,2019 09,77
88,2012 06,319
111,2007 12,163
71,2010 02,368
112,2019 09,119
111,2020 02,60
100,2021 05,64
76,2020 11,55
60,2020 12,185
102,2020 12,170
73,2019 03,376
70,2019 04,278
28,2019 08,157
88,2019 08,125
114,2021 12,268
25,2021 09,262
72,2018 01,377
70,2006 04,421
72,2006 04,351
50,2018 05,100
30,2017 12,169
111,2017 12,108
46,2017 08,387
23,2017 07,345
5,2017 08,405
70,2017 03,323
115,2016 11,377
34,2016 08,359
28,2016 02,359
71,2015 10,437
71,2015 08,452
43,2015 04,559
18,2014 05,573
100,2014 04,189
102,2013 11,386
83,2013 04,593
26,2013 02,294
79,2013 01,660
14,2012 12,1300
109,2012 09,398
7,2012 01,335
44,2011 09,1153
102,2010 09,345
48,2009 06,600
14,2009 04,1220
88,2008 12,190
34,2008 04,516
100,2008 04,110
113,2013 01,631
73,2011 02,1067
67,2009 06,544
33,2006 12,407
1,2020 12,103
84,2020 11,198
43,2019 05,364
63,2019 05,173
26,2019 01,107
104,2019 08,218
13,2018 11,211
41,2018 09,253
79,2016 10,349
108,2016 09,139
28,2015 09,338
76,2014 05,181
63,2014 04,191
107,2013 02,248
100,2010 11,165
18,2007 12,357
100,2007 06,169
111,2007 04,162
5,2007 02,316
42,2019 12,208
18,2019 08,261
111,2019 11,84
49,2006 02,228
20,2016 11,151
102,2016 09,344
30,2018 08,132
123,2010 09,143
6,2019 03,132
78,2019 01,138
120,2019 02,351
115,2019 09,321
45,2019 11,156
5,2020 06,123
76,2020 02,111
90,2021 02,122
42,2018 09,334
25,2018 08,568
42,2018 08,403
67,2006 06,663
24,2006 05,296
47,2006 04,506
50,2006 01,196
49,2017 11,324
70,2017 02,337
112,2016 12,169
14,2016 08,877
7,2015 10,286
5,2015 10,456
42,2015 10,562
110,2015 10,493
112,2015 08,209
47,2015 06,549
107,2015 06,231
52,2015 02,613
79,2014 08,597
111,2013 08,120
110,2013 02,420
28,2012 09,549
104,2012 09,361
100,2012 06,184
102,2012 03,339
70,2011 09,407
122,2011 05,341
5,2009 07,494
61,2009 06,299
33,2008 07,479
75,2008 04,1220
22,2007 10,48
48,2006 11,519
25,2013 02,775
83,2009 07,599
19,2009 05,287
81,2007 11,365
90,2019 04,199
84,2006 04,326
88,2017 05,133
28,2015 07,353
61,2015 04,246
7,2013 07,335
43,2018 01,398
122,2007 11,323
33,2021 04,154
81,2021 02,105
81,2018 07,151
107,2018 04,203
110,2021 07,208
63,2018 03,188
94,2011 02,116
123,2011 08,108
34,2020 08,82
22,2010 02,38
41,2020 09,184
63,2020 07,81
19,2019 08,199
67,2019 03,392
114,2019 01,367
46,2019 04,417
88,2019 06,117
60,2019 11,208
49,2019 12,166
33,2020 05,164
84,2020 03,165
18,2021 01,162
18,2018 11,305
47,2018 11,351
20,2018 05,160
113,2018 12,511
113,2006 04,477
69,2006 04,245
30,2006 01,372
47,2018 04,407
41,2017 10,449
114,2016 11,464
94,2016 10,135
19,2016 08,241
52,2016 07,501
109,2015 12,362
103,2015 08,790
41,2015 07,501
123,2014 11,138
14,2014 10,1324
84,2014 04,374
62,2014 03,290
42,2014 02,549
104,2014 01,377
49,2013 12,329
66,2013 11,128
83,2013 11,474
108,2013 04,291
28,2012 11,329
90,2012 05,364
104,2012 04,384
84,2011 11,376
76,2010 12,125
52,2010 11,847
68,2010 07,166
81,2010 05,536
75,2010 02,1056
69,2009 08,251
25,2009 03,857
104,2009 03,391
52,2008 12,615
106,2008 07,300
102,2007 07,350
67,2007 04,591
73,2017 09,525
79,2017 01,365
88,2012 02,269
111,2010 03,205
84,2010 02,364
26,2010 01,284
113,2021 06,285
111,2018 11,73
13,2016 10,380
104,2015 04,315
7,2013 11,284
50,2012 05,206
107,2011 11,268
62,2009 07,220
63,2008 01,211
121,2021 11,181
110,2013 01,470
17,2010 11,171
123,2009 01,109
22,2007 04,40
88,2019 05,99
17,2020 11,97
26,2019 10,145
114,2019 08,289
6,2021 04,82
100,2018 10,135
43,2006 05,857
70,2006 03,475
44,2006 02,985
69,2018 04,191
23,2017 12,295
122,2017 08,176
121,2017 06,257
111,2016 09,141
68,2016 08,233
34,2016 02,366
112,2015 04,204
33,2014 12,217
10,2014 11,216
113,2014 04,675
111,2014 05,142
9,2012 12,284
105,2012 10,344
67,2012 08,729
28,2011 08,404
120,2011 05,810
81,2011 03,539
75,2011 01,1201
46,2010 04,971
40,2010 01,1040
115,2009 09,711
77,2008 11,449
63,2008 10,203
114,2008 08,503
122,2008 07,349
33,2008 04,584
76,2008 03,187
30,2007 08,531
28,2007 06,458
78,2007 05,170
50,2007 04,208
41,2016 05,614
47,2016 04,457
121,2016 04,307
44,2008 08,987
10,2021 10,139
52,2021 04,212
94,2021 06,84
84,2017 10,391
24,2015 04,265
47,2013 02,546
90,2011 01,349
63,2008 08,193
104,2008 05,282
40,2020 11,321
69,2019 03,128
112,2012 10,209
100,2010 03,229
100,2019 12,70
83,2020 07,90
94,2021 01,65
94,2020 06,35
101,2020 05,163
104,2019 09,174
14,2019 12,412
7,2019 11,149
28,2019 12,131
28,2021 04,154
44,2021 01,383
122,2018 09,150
113,2018 02,466
13,2006 07,359
75,2006 04,1009
100,2006 04,122
120,2006 03,560
40,2017 11,676
70,2017 10,361
102,2017 08,361
107,2017 04,281
105,2016 10,279
69,2016 08,256
43,2016 02,472
60,2015 12,332
46,2015 06,608
88,2014 11,195
73,2014 04,874
42,2014 04,597
67,2014 03,727
19,2014 03,254
6,2014 01,354
5,2013 06,552
48,2013 05,637
41,2013 03,652
26,2012 12,213
70,2012 10,442
32,2012 08,443
40,2011 10,1017
102,2011 03,374
24,2010 11,209
9,2010 10,392
24,2010 08,265
46,2009 09,993
70,2009 07,517
72,2008 12,315
111,2008 11,186
10,2008 04,285
78,2008 01,150
30,2008 01,472
7,2007 11,265
50,2007 06,223
25,2007 03,881
10,2007 03,327
48,2007 02,695
121,2021 07,188
34,2016 04,427
42,2016 01,509
7,2009 05,285
81,2009 02,463
6,2006 12,268
7,2020 10,115
44,2019 09,442
68,2021 10,115
67,2021 10,275
46,2018 09,411
17,2016 09,116
70,2010 10,561
45,2016 05,229
46,2021 08,253
107,2021 05,133
123,2016 06,147
123,2012 08,106
68,2008 12,156
105,2008 08,337
66,2007 03,188
122,2019 11,124
49,2018 01,304
100,2019 09,105
22,2007 08,53
71,2020 07,73
73,2020 10,240
46,2019 01,479
71,2019 03,227
75,2019 06,532
33,2019 08,189
34,2019 09,162
79,2019 09,240
49,2019 10,210
26,2021 10,105
52,2021 09,293
102,2021 07,225
84,2021 02,151
113,2021 03,323
41,2018 02,319
104,2006 07,280
50,2006 02,147
48,2006 02,392
62,2006 01,190
110,2018 03,309
78,2017 12,159
44,2017 12,516
112,2017 12,108
14,2017 07,800
6,2017 04,265
33,2017 04,300
25,2016 10,552
28,2016 08,436
77,2015 10,420
26,2015 09,230
52,2015 05,607
23,2014 09,509
81,2014 07,453
78,2014 05,179
25,2013 12,656
121,2013 11,383
32,2013 10,468
102,2013 06,346
113,2012 05,724
42,2011 12,554
52,2011 09,808
33,2011 04,530
46,2011 01,937
102,2011 01,316
73,2010 12,952
75,2010 10,1395
47,2010 08,621
13,2009 12,309
77,2009 08,570
10,2009 01,285
52,2008 09,609
114,2008 05,661
101,2008 03,302
62,2008 02,217
76,2007 06,184
81,2007 01,482
67,2006 11,476
47,2018 01,501
20,2006 02,159
103,2013 06,746
19,2020 08,92
40,2019 09,555
30,2019 10,123
121,2020 06,89
45,2020 03,150
41,2018 08,372
101,2018 12,191
112,2018 03,136
81,2017 03,275
63,2014 05,261
45,2012 10,239
68,2011 02,241
20,2010 11,188
6,2007 10,442
122,2007 01,376
63,2018 12,154
81,2014 12,191
50,2009 06,280
49,2016 02,305
20,2008 12,141
17,2021 02,72
71,2019 04,257
81,2019 07,176
114,2019 10,298
67,2020 03,203
10,2021 12,131
73,2021 12,232
77,2021 10,146
94,2021 05,73
43,2021 03,334
26,2018 08,163
47,2018 08,460
13,2006 08,356
32,2017 10,340
45,2017 11,206
50,2017 11,121
52,2017 10,682
52,2017 08,597
62,2017 05,227
70,2017 01,343
23,2016 08,358
72,2016 05,301
1,2016 05,343
121,2016 02,326
73,2015 10,660
103,2015 07,764
101,2015 06,249
122,2015 05,139
102,2015 03,289
24,2014 11,233
113,2014 10,865
1,2014 07,420
28,2014 03,490
106,2014 01,336
109,2013 12,409
113,2013 11,635
106,2013 05,421
50,2013 02,157
84,2012 05,421
45,2011 12,207
45,2011 10,244
103,2011 10,653
6,2011 09,390
63,2011 06,205
7,2011 04,409
81,2010 11,494
106,2010 09,329
5,2008 11,393
105,2008 03,356
1,2008 01,401
106,2007 05,367
83,2006 11,574
109,2006 05,486
34,2017 07,336
73,2016 04,668
34,2015 02,391
104,2010 07,436
114,2010 02,424
81,2009 03,463
112,2009 02,219
72,2020 09,154
9,2020 06,132
114,2021 05,260
50,2017 08,119
28,2017 02,280
101,2013 03,238
123,2012 11,96
77,2011 07,584
108,2016 05,234
20,2016 01,145
66,2020 01,89
100,2007 10,129
88,2020 09,69
123,2014 12,76
22,2021 12,6
121,2020 10,195
44,2019 07,588
44,2019 12,357
105,2019 12,172
62,2018 01,152
42,2006 02,410
14,2017 12,766
104,2017 06,223
111,2016 03,133
19,2015 10,231
40,2015 08,1123
52,2014 07,807
13,2014 05,557
104,2014 03,425
45,2013 11,242
71,2013 09,343
108,2012 09,171
79,2011 12,569
34,2011 09,481
19,2011 06,276
83,2011 04,732
30,2010 11,457
68,2010 08,188
5,2010 01,528
18,2009 09,441
106,2009 07,341
41,2008 12,493
90,2008 12,287
107,2008 09,312
60,2008 08,391
111,2008 05,123
107,2008 04,268
62,2006 10,247
19,2006 04,293
25,2011 01,776
120,2009 07,657
79,2007 11,700
112,2020 11,99
66,2020 08,75
90,2019 02,208
76,2019 08,131
121,2019 09,227
115,2018 10,353
7,2018 08,153
6,2006 07,355
78,2015 11,226
19,2015 07,241
77,2015 04,353
111,2014 01,137
88,2013 12,190
90,2013 05,398
122,2006 11,344
67,2021 11,207
68,2018 11,180
5,2017 12,319
123,2007 05,78
17,2006 11,158
88,2020 10,91
71,2021 04,91
63,2016 08,188
100,2013 05,130
28,2020 03,130
24,2019 05,99
100,2012 11,49
26,2009 09,242
100,2020 07,47
22,2014 11,16
22,2021 04,2
14,2019 07,504
44,2019 03,662
77,2019 11,221
105,2020 06,126
115,2020 02,273
46,2020 04,223
41,2020 01,241
48,2021 10,223
72,2021 09,164
107,2021 02,145
41,2012 03,646
115,2018 11,298
32,2018 09,233
47,2018 09,418
113,2018 08,553
18,2018 07,314
114,2018 11,328
52,2006 01,663
94,2017 12,149
47,2017 04,488
102,2017 04,367
107,2016 10,221
18,2016 07,344
121,2016 01,337
33,2016 01,297
43,2015 12,335
1,2015 09,378
46,2015 09,571
107,2015 07,218
33,2015 05,290
1,2014 04,425
111,2013 12,138
61,2013 11,262
19,2013 11,253
62,2013 09,195
23,2013 09,422
88,2013 09,203
101,2013 06,268
34,2013 06,358
106,2013 03,378
84,2013 02,373
76,2012 05,243
75,2012 04,1276
42,2012 05,536
76,2012 03,243
62,2011 11,210
68,2011 04,169
32,2011 03,605
9,2010 06,375
40,2009 11,981
10,2009 09,281
109,2009 03,452
68,2009 03,274
10,2009 02,281
113,2008 07,554
28,2007 11,394
46,2007 10,1045
7,2007 09,310
88,2007 07,239
101,2007 04,339
42,2007 04,430
102,2007 01,433
77,2006 10,511
114,2017 06,499
105,2016 05,368
105,2010 04,423
81,2009 08,534
33,2019 09,153
9,2018 11,109
72,2017 10,323
122,2016 12,172
73,2016 10,667
70,2016 05,313
17,2012 06,173
49,2011 04,285
110,2009 08,504
10,2007 05,231
81,2015 05,351
63,2015 03,194
108,2021 04,117
100,2016 12,116
69,2020 11,95
115,2020 12,206
9,2020 05,131
10,2021 11,143
114,2021 10,310
45,2021 10,146
122,2018 07,190
1,2018 12,239
5,2006 06,407
77,2017 10,383
109,2017 03,370
76,2016 08,209
44,2016 05,845
108,2016 03,174
105,2015 11,300
122,2015 09,169
106,2015 03,301
94,2014 10,163
114,2014 05,514
46,2014 01,694
10,2013 08,324
69,2013 07,280
62,2013 05,220
100,2013 03,139
67,2013 03,546
33,2013 03,478
79,2013 02,651
45,2012 12,224
71,2012 08,506
48,2012 01,654
106,2012 01,316
13,2011 11,524
14,2011 11,1126
32,2011 10,568
47,2011 05,600
94,2011 04,159
9,2011 02,363
88,2011 01,253
6,2010 12,270
17,2010 09,168
6,2010 03,401
106,2010 03,344
75,2009 11,1199
41,2009 01,652
75,2008 07,1141
13,2008 04,359
43,2008 03,997
14,2007 07,1140
7,2007 01,293
107,2007 01,275
90,2018 07,196
106,2006 07,258
109,2011 01,461
90,2007 11,242
121,2020 12,197
24,2020 12,114
62,2019 04,165
26,2020 03,96
45,2021 11,119
88,2018 09,92
101,2018 09,200
10,2017 11,228
20,2017 03,166
46,2015 05,437
76,2011 09,134
61,2011 04,274
49,2007 03,267
106,2006 11,283
68,2020 07,50
112,2019 11,128
78,2020 12,63
78,2013 10,201
123,2012 01,134
41,2020 10,278
71,2020 08,88
103,2020 07,156
42,2019 06,323
104,2019 06,195
67,2019 11,272
42,2020 04,164
122,2020 04,102
67,2021 05,244
25,2018 10,443
75,2018 09,545
72,2018 08,251
109,2018 02,308
113,2018 01,552
71,2006 06,399
44,2006 03,1058
46,2017 11,501
68,2016 05,193
41,2016 02,521
40,2015 11,996
32,2015 08,442
76,2015 06,157
23,2015 04,352
5,2015 01,352
28,2014 09,462
10,2014 06,291
113,2013 08,676
42,2013 05,553
14,2012 09,1076
24,2012 06,291
1,2012 01,466
52,2012 01,902
28,2011 07,518
17,2010 05,142
23,2009 10,461
26,2008 04,292
66,2007 08,201
43,2007 07,965
7,2007 05,256
20,2006 09,182
19,2017 08,295
42,2016 02,487
106,2016 01,302
77,2011 02,580
67,2011 02,504
47,2010 01,617
77,2008 07,461
113,2007 11,483
5,2020 12,229
110,2019 07,300
30,2021 08,133
32,2018 10,218
13,2018 04,250
70,2014 12,259
26,2014 11,210
30,2010 07,381
94,2009 06,115
102,2009 02,355
106,2008 01,340
105,2006 12,319
112,2019 05,157
20,2021 04,75
60,2008 10,419
23,2020 09,161
88,2019 10,98
107,2019 11,128
121,2021 09,203
123,2009 05,162
66,2013 06,154
111,2020 05,42
76,2020 08,59
14,2019 03,520
45,2019 04,177
72,2020 02,214
106,2021 08,194
77,2021 08,180
121,2021 06,204
13,2021 03,140
23,2021 02,146
79,2018 07,406
68,2018 06,181
33,2017 12,267
90,2017 05,314
62,2017 02,159
23,2016 07,356
33,2016 03,373
42,2016 03,537
68,2016 02,198
44,2015 12,684
32,2015 11,393
6,2015 05,316
60,2014 05,424
45,2014 04,270
105,2013 10,372
61,2013 01,268
67,2013 01,601
49,2012 11,264
1,2011 12,457
32,2011 08,588
32,2011 06,510
40,2010 08,935
26,2009 12,195
61,2009 09,246
22,2009 05,54
76,2008 09,167
50,2008 02,240
14,2007 10,1149
28,2007 09,436
49,2007 06,220
48,2019 12,211
73,2017 06,554
78,2017 01,204
71,2009 06,415
5,2020 09,152
72,2021 01,184
10,2018 02,187
30,2006 06,364
122,2006 02,259
10,2016 06,231
68,2016 03,230
88,2016 03,251
69,2015 04,316
84,2014 11,390
10,2013 10,303
19,2010 06,256
26,2016 06,176
112,2010 01,223
88,2019 09,99
19,2020 04,85
94,2016 06,111
84,2013 12,346
78,2011 05,161
94,2010 08,169
63,2008 07,198
22,2006 07,46
22,2011 10,58
115,2019 11,330
10,2019 11,135
18,2020 06,190
25,2020 03,291
13,2021 04,126
107,2021 06,121
41,2021 03,192
101,2021 01,122
73,2018 09,377
78,2018 07,113
106,2018 12,194
112,2006 05,242
75,2006 05,1134
62,2018 03,136
114,2017 09,336
60,2016 11,309
24,2016 10,190
62,2016 03,244
84,2015 03,429
88,2014 12,116
70,2014 09,463
62,2014 09,252
83,2013 08,582
122,2013 05,361
123,2013 05,120
46,2013 03,622
112,2013 01,247
72,2012 06,298
42,2011 11,556
73,2011 10,1125
1,2011 08,371
52,2011 07,929
9,2011 06,480
72,2011 06,304
71,2011 04,537
32,2011 04,598
114,2011 03,559
9,2010 12,282
123,2010 10,127
108,2010 01,256
73,2009 07,999
7,2009 07,240
30,2009 02,423
90,2008 10,335
70,2008 07,510
33,2008 06,538
62,2008 01,264
17,2007 11,138
110,2007 09,589
25,2007 08,722
103,2007 06,598
122,2007 05,320
60,2006 11,355
67,2009 10,655
69,2009 10,263
84,2008 01,372
105,2006 09,390
67,2019 04,333
30,2021 12,123
25,2021 11,207
94,2021 09,98
7,2021 07,125
26,2018 03,171
17,2017 10,145
84,2016 10,308
100,2013 01,93
76,2011 05,185
111,2011 04,161
1,2008 04,390
41,2017 12,287
72,2007 12,279
24,2008 10,287
20,2018 07,119
22,2011 07,73
22,2021 06,4
40,2019 04,651
106,2020 06,109
1,2020 02,177
103,2021 02,260
25,2006 03,767
107,2006 03,386
88,2017 11,144
72,2017 03,347
5,2015 11,435
18,2015 08,498
111,2015 08,109
1,2015 05,297
13,2014 12,244
106,2015 01,214
84,2014 12,274
102,2014 09,302
13,2014 01,514
5,2013 12,406
32,2013 12,391
120,2013 11,335
102,2013 07,431
79,2013 05,754
47,2012 08,590
100,2012 07,226
67,2011 10,520
120,2011 04,840
107,2011 02,251
71,2010 12,355
90,2010 10,348
62,2009 12,200
115,2009 12,658
76,2009 08,140
40,2008 12,826
103,2008 11,577
48,2008 10,627
43,2008 06,838
120,2008 06,755
18,2008 05,433
88,2008 05,205
33,2007 03,610
44,2007 02,1261
81,2006 12,298
9,2006 11,332
122,2006 08,350
13,2010 03,438
75,2020 11,319
23,2019 06,232
63,2019 08,141
62,2020 04,69
108,2020 03,107
41,2018 04,355
9,2016 11,310
22,2016 08,31
10,2015 04,252
68,2015 01,156
34,2011 11,484
113,2009 11,617
123,2019 01,99
111,2021 01,65
94,2020 03,45
22,2016 07,32
111,2018 03,109
71,2019 01,270
67,2019 05,399
14,2021 07,390
6,2018 09,212
79,2018 02,301
81,2006 05,340
45,2006 05,243
45,2018 04,225
102,2017 09,299
41,2017 08,436
6,2017 01,218
72,2016 07,225
75,2016 07,826
30,2016 05,302
50,2015 11,181
103,2015 09,793
47,2015 09,481
107,2014 10,292
115,2014 11,511
34,2014 05,610
14,2014 01,1245
5,2013 10,451
73,2013 09,779
109,2013 08,455
109,2013 07,515
60,2013 08,400
79,2013 06,621
73,2013 05,995
26,2013 03,290
42,2012 06,515
90,2012 06,368
30,2012 04,391
24,2012 03,298
73,2011 09,1282
122,2011 01,354
44,2010 10,1392
61,2010 09,280
60,2010 08,530
9,2009 05,377
52,2009 06,760
44,2009 03,1243
60,2009 03,406
17,2008 11,126
84,2008 08,313
14,2008 07,1129
62,2008 03,284
1,2007 12,416
32,2007 11,495
42,2007 02,479
69,2007 01,256
71,2013 05,503
43,2012 02,1058
19,2008 07,261
25,2020 11,179
120,2020 12,212
48,2019 08,327
101,2016 03,276
10,2016 01,315
76,2013 08,167
62,2013 08,202
106,2012 12,244
107,2012 04,271
78,2010 07,156
110,2021 12,230
63,2012 08,202
1,2012 04,483
94,2009 03,147
26,2021 01,131
50,2019 03,136
111,2020 01,79
72,2021 08,200
48,2021 02,174
109,2021 01,202
66,2021 01,102
114,2018 09,348
47,2018 02,469
44,2018 05,620
22,2006 09,60
113,2006 08,529
19,2006 06,343
9,2017 05,251
78,2017 03,199
84,2016 08,410
13,2016 07,309
61,2016 03,235
109,2016 01,332
84,2015 10,357
9,2015 09,324
88,2015 08,197
75,2015 05,1144
62,2014 11,246
45,2014 11,249
18,2014 02,472
42,2013 10,561
113,2013 05,719
1,2013 02,332
67,2013 02,549
120,2012 10,622
83,2012 04,705
68,2012 04,174
102,2011 11,299
62,2011 05,242
14,2011 01,1207
115,2010 09,633
81,2010 08,531
40,2010 04,973
13,2009 04,396
79,2008 11,596
41,2008 08,625
114,2008 06,522
47,2008 03,693
60,2007 11,408
90,2007 10,341
13,2007 10,385
26,2006 12,215
112,2006 11,194
60,2006 10,388
42,2019 11,301
105,2017 06,296
33,2017 06,252
123,2010 01,164
30,2007 06,420
30,2007 01,546
109,2020 09,219
110,2021 11,199
122,2021 01,129
90,2006 07,350
67,2006 04,536
104,2017 07,251
17,2016 11,102
23,2015 11,427
17,2011 04,188
20,2009 08,215
94,2008 11,112
23,2007 11,500
78,2017 02,192
106,2010 11,240
78,2010 01,160
106,2019 11,187
61,2017 07,211
22,2016 10,14
76,2020 01,118
110,2020 12,200
69,2020 10,114
42,2019 10,281
30,2019 07,152
106,2019 10,206
73,2020 03,270
60,2020 03,186
66,2021 07,92
113,2021 05,250
25,2021 01,307
102,2018 07,288
106,2018 07,243
14,2018 06,605
102,2018 01,311
49,2006 09,225
102,2006 07,319
69,2006 07,213
25,2018 04,437
100,2017 12,134
121,2017 10,265
83,2017 07,251
28,2017 04,268
62,2017 04,196
52,2017 02,524
109,2016 03,328
49,2015 09,345
23,2015 08,446
32,2015 07,460
109,2015 02,351
75,2015 01,748
72,2015 01,236
9,2014 11,371
1,2014 09,465
73,2014 05,1085
113,2014 06,611
113,2014 03,808
94,2014 04,168
115,2013 12,523
41,2013 10,654
46,2013 10,697
120,2013 07,409
18,2011 11,497
13,2011 09,422
14,2011 08,1008
43,2011 08,894
114,2011 07,404
45,2011 06,309
26,2011 05,238
78,2011 04,164
49,2010 11,285
30,2010 08,402
52,2010 05,1057
104,2010 03,426
75,2010 01,1218
32,2009 10,706
50,2009 10,255
32,2009 07,612
63,2009 03,195
102,2008 12,328
90,2008 11,285
110,2008 04,571
111,2008 03,158
83,2007 11,510
81,2007 07,361
1,2007 06,359
46,2007 03,1217
120,2006 10,664
41,2006 09,449
71,2018 01,291
79,2014 01,546
45,2012 01,272
113,2010 04,666
75,2007 11,1062
109,2006 12,386
1,2020 08,68
114,2019 06,318
100,2020 04,54
73,2021 08,200
78,2021 06,73
1,2018 05,235
120,2018 01,383
123,2015 08,127
78,2014 10,207
19,2011 12,299
22,2008 03,76
23,2021 06,148
62,2018 06,125
66,2014 01,137
61,2012 02,228
63,2020 09,130
76,2021 03,72
22,2021 09,4
79,2020 11,213
67,2019 01,412
107,2019 07,190
42,2019 08,309
90,2019 11,187
42,2021 12,242
52,2021 05,214
28,2021 05,168
19,2021 03,152
113,2018 09,588
120,2018 08,441
6,2018 06,236
28,2018 01,255
40,2017 08,660
110,2017 08,345
104,2017 04,274
83,2017 04,304
115,2017 03,455
30,2016 02,282
123,2015 11,120
42,2015 09,525
110,2015 09,437
106,2015 06,279
62,2015 02,194
46,2015 01,551
14,2014 12,801
18,2014 07,493
28,2013 11,389
107,2013 09,258
